Episode = 0, Score = -385.0366165318886, Avg_Score = -385.0366165318886
Episode = 73, Score = -88.71114649599056, Avg_Score = -231.7780167121096
Episode = 74, Score = -244.88297208128128, Avg_Score = -231.9551107035849
Episode = 75, Score = -331.4242743694478, Avg_Score = -233.28136621912975
Episode = 76, Score = -308.09789383761375, Avg_Score = -234.2657942141098
Episode = 77, Score = -660.6637017143216, Avg_Score = -239.80342937645023
Episode = 79, Score = -84.46082223346649, Avg_Score = -237.81185749000173
Episode = 80, Score = -384.78632842252273, Avg_Score = -239.67229383091976
Episode = 88, Score = -287.74898033332727, Avg_Score = -240.27325241219978
Episode = 90, Score = -470.27534888423463, Avg_Score = -243.1127844674101
Episode = 91, Score = -665.7614531328442, Avg_Score = -248.26703652430564
Episode = 92, Score = -1089.6698762194223, Avg_Score = -258.40442013509016
Episode = 93, Score = -844.6584192277815, Avg_Score = -265.38363441000314
Episode = 94, Score = -228.2720827168178, Avg_Score = -264.9470279194951
Episode = 95, Score = -285.3710942585019, Avg_Score = -265.1845170629719
Episode = 96, Score = -565.6775512951501, Avg_Score = -268.6384599851809
Episode = 97, Score = -956.5440934633618, Avg_Score = -276.45556945652385
Episode = 98, Score = -244.0031956109566, Avg_Score = -276.0909360425287
Episode = 99, Score = -290.8633476319101, Avg_Score = -276.25507394907737
Episode = 100, Score = -173.11318032906377, Avg_Score = -275.12164654665963
